"STATISTIC","Statistic","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"E2001","Population at Each Census 1841 to 2016","1871","1871","17","Tipperary","1","Male","Number","106499"
"E2001","Population at Each Census 1841 to 2016","1871","1871","17","Tipperary","2","Female","Number","110214"
"E2001","Population at Each Census 1841 to 2016","1871","1871","18","Waterford","-","Both sexes","Number","123310"
"E2001","Population at Each Census 1841 to 2016","1871","1871","18","Waterford","1","Male","Number","59078"
"E2001","Population at Each Census 1841 to 2016","1871","1871","18","Waterford","2","Female","Number","64232"
"E2001","Population at Each Census 1841 to 2016","1871","1871","19","Galway","-","Both sexes","Number","248458"
"E2001","Population at Each Census 1841 to 2016","1871","1871","19","Galway","1","Male","Number","122496"
"E2001","Population at Each Census 1841 to 2016","1871","1871","19","Galway","2","Female","Number","125962"
"E2001","Population at Each Census 1841 to 2016","1871","1871","20","Leitrim","-","Both sexes","Number","95562"
"E2001","Population at Each Census 1841 to 2016","1871","1871","20","Leitrim","1","Male","Number","47724"
"E2001","Population at Each Census 1841 to 2016","1871","1871","20","Leitrim","2","Female","Number","47838"
"E2001","Population at Each Census 1841 to 2016","1871","1871","21","Mayo","-","Both sexes","Number","246030"
"E2001","Population at Each Census 1841 to 2016","1871","1871","21","Mayo","1","Male","Number","120877"
"E2001","Population at Each Census 1841 to 2016","1871","1871","21","Mayo","2","Female","Number","125153"
"E2001","Population at Each Census 1841 to 2016","1871","1871","22","Roscommon","-","Both sexes","Number","140670"
"E2001","Population at Each Census 1841 to 2016","1871","1871","22","Roscommon","1","Male","Number","70647"
"E2001","Population at Each Census 1841 to 2016","1871","1871","22","Roscommon","2","Female","Number","70023"
"E2001","Population at Each Census 1841 to 2016","1871","1871","23","Sligo","-","Both sexes","Number","115493"
"E2001","Population at Each Census 1841 to 2016","1871","1871","23","Sligo","1","Male","Number","56984"
"E2001","Population at Each Census 1841 to 2016","1871","1871","23","Sligo","2","Female","Number","58509"
"E2001","Population at Each Census 1841 to 2016","1871","1871","24","Cavan","-","Both sexes","Number","140735"
"E2001","Population at Each Census 1841 to 2016","1871","1871","24","Cavan","1","Male","Number","70479"
"E2001","Population at Each Census 1841 to 2016","1871","1871","24","Cavan","2","Female","Number","70256"
"E2001","Population at Each Census 1841 to 2016","1871","1871","25","Donegal","-","Both sexes","Number","218334"
"E2001","Population at Each Census 1841 to 2016","1871","1871","25","Donegal","1","Male","Number","106080"
"E2001","Population at Each Census 1841 to 2016","1871","1871","25","Donegal","2","Female","Number","112254"
"E2001","Population at Each Census 1841 to 2016","1871","1871","26","Monaghan","-","Both sexes","Number","114969"
"E2001","Population at Each Census 1841 to 2016","1871","1871","26","Monaghan","1","Male","Number","55961"
"E2001","Population at Each Census 1841 to 2016","1871","1871","26","Monaghan","2","Female","Number","59008"
"E2001","Population at Each Census 1841 to 2016","1881","1881","-","State","-","Both sexes","Number","3870020"
"E2001","Population at Each Census 1841 to 2016","1881","1881","-","State","1","Male","Number","1912438"
"E2001","Population at Each Census 1841 to 2016","1881","1881","-","State","2","Female","Number","1957582"
"E2001","Population at Each Census 1841 to 2016","1881","1881","01","Carlow","-","Both sexes","Number","46568"
"E2001","Population at Each Census 1841 to 2016","1881","1881","01","Carlow","1","Male","Number","23078"
"E2001","Population at Each Census 1841 to 2016","1881","1881","01","Carlow","2","Female","Number","23490"
"E2001","Population at Each Census 1841 to 2016","1881","1881","02","Dublin","-","Both sexes","Number","418910"
"E2001","Population at Each Census 1841 to 2016","1881","1881","02","Dublin","1","Male","Number","197740"
"E2001","Population at Each Census 1841 to 2016","1881","1881","02","Dublin","2","Female","Number","221170"
"E2001","Population at Each Census 1841 to 2016","1881","1881","03","Kildare","-","Both sexes","Number","75804"
"E2001","Population at Each Census 1841 to 2016","1881","1881","03","Kildare","1","Male","Number","40701"
"E2001","Population at Each Census 1841 to 2016","1881","1881","03","Kildare","2","Female","Number","35103"
"E2001","Population at Each Census 1841 to 2016","1881","1881","04","Kilkenny","-","Both sexes","Number","99531"
"E2001","Population at Each Census 1841 to 2016","1881","1881","04","Kilkenny","1","Male","Number","48971"
"E2001","Population at Each Census 1841 to 2016","1881","1881","04","Kilkenny","2","Female","Number","50560"
"E2001","Population at Each Census 1841 to 2016","1881","1881","05","Laois","-","Both sexes","Number","73124"
"E2001","Population at Each Census 1841 to 2016","1881","1881","05","Laois","1","Male","Number","36861"
"E2001","Population at Each Census 1841 to 2016","1881","1881","05","Laois","2","Female","Number","36263"
"E2001","Population at Each Census 1841 to 2016","1881","1881","06","Longford","-","Both sexes","Number","61009"
"E2001","Population at Each Census 1841 to 2016","1881","1881","06","Longford","1","Male","Number","30770"
"E2001","Population at Each Census 1841 to 2016","1881","1881","06","Longford","2","Female","Number","30239"
"E2001","Population at Each Census 1841 to 2016","1881","1881","07","Louth","-","Both sexes","Number","77684"
"E2001","Population at Each Census 1841 to 2016","1881","1881","07","Louth","1","Male","Number","37989"
"E2001","Population at Each Census 1841 to 2016","1881","1881","07","Louth","2","Female","Number","39695"
"E2001","Population at Each Census 1841 to 2016","1881","1881","08","Meath","-","Both sexes","Number","87469"
"E2001","Population at Each Census 1841 to 2016","1881","1881","08","Meath","1","Male","Number","44315"
"E2001","Population at Each Census 1841 to 2016","1881","1881","08","Meath","2","Female","Number","43154"
"E2001","Population at Each Census 1841 to 2016","1881","1881","09","Offaly","-","Both sexes","Number","72852"
"E2001","Population at Each Census 1841 to 2016","1881","1881","09","Offaly","1","Male","Number","37106"
"E2001","Population at Each Census 1841 to 2016","1881","1881","09","Offaly","2","Female","Number","35746"
"E2001","Population at Each Census 1841 to 2016","1881","1881","10","Westmeath","-","Both sexes","Number","71798"
"E2001","Population at Each Census 1841 to 2016","1881","1881","10","Westmeath","1","Male","Number","36478"
"E2001","Population at Each Census 1841 to 2016","1881","1881","10","Westmeath","2","Female","Number","35320"
"E2001","Population at Each Census 1841 to 2016","1881","1881","11","Wexford","-","Both sexes","Number","123854"
"E2001","Population at Each Census 1841 to 2016","1881","1881","11","Wexford","1","Male","Number","60928"
"E2001","Population at Each Census 1841 to 2016","1881","1881","11","Wexford","2","Female","Number","62926"
"E2001","Population at Each Census 1841 to 2016","1881","1881","12","Wicklow","-","Both sexes","Number","70386"
"E2001","Population at Each Census 1841 to 2016","1881","1881","12","Wicklow","1","Male","Number","35101"
"E2001","Population at Each Census 1841 to 2016","1881","1881","12","Wicklow","2","Female","Number","35285"
"E2001","Population at Each Census 1841 to 2016","1881","1881","13","Clare","-","Both sexes","Number","141457"
"E2001","Population at Each Census 1841 to 2016","1881","1881","13","Clare","1","Male","Number","71058"
"E2001","Population at Each Census 1841 to 2016","1881","1881","13","Clare","2","Female","Number","70399"
"E2001","Population at Each Census 1841 to 2016","1881","1881","14","Cork","-","Both sexes","Number","495607"
"E2001","Population at Each Census 1841 to 2016","1881","1881","14","Cork","1","Male","Number","246044"
"E2001","Population at Each Census 1841 to 2016","1881","1881","14","Cork","2","Female","Number","249563"
"E2001","Population at Each Census 1841 to 2016","1881","1881","15","Kerry","-","Both sexes","Number","201039"
"E2001","Population at Each Census 1841 to 2016","1881","1881","15","Kerry","1","Male","Number","101208"
"E2001","Population at Each Census 1841 to 2016","1881","1881","15","Kerry","2","Female","Number","99831"
"E2001","Population at Each Census 1841 to 2016","1881","1881","16","Limerick","-","Both sexes","Number","180632"
"E2001","Population at Each Census 1841 to 2016","1881","1881","16","Limerick","1","Male","Number","88311"
"E2001","Population at Each Census 1841 to 2016","1881","1881","16","Limerick","2","Female","Number","92321"
"E2001","Population at Each Census 1841 to 2016","1881","1881","17","Tipperary","-","Both sexes","Number","199612"
"E2001","Population at Each Census 1841 to 2016","1881","1881","17","Tipperary","1","Male","Number","98755"
"E2001","Population at Each Census 1841 to 2016","1881","1881","17","Tipperary","2","Female","Number","100857"
"E2001","Population at Each Census 1841 to 2016","1881","1881","18","Waterford","-","Both sexes","Number","112768"
"E2001","Population at Each Census 1841 to 2016","1881","1881","18","Waterford","1","Male","Number","54618"
"E2001","Population at Each Census 1841 to 2016","1881","1881","18","Waterford","2","Female","Number","58150"
"E2001","Population at Each Census 1841 to 2016","1881","1881","19","Galway","-","Both sexes","Number","242005"
"E2001","Population at Each Census 1841 to 2016","1881","1881","19","Galway","1","Male","Number","120609"
"E2001","Population at Each Census 1841 to 2016","1881","1881","19","Galway","2","Female","Number","121396"
"E2001","Population at Each Census 1841 to 2016","1881","1881","20","Leitrim","-","Both sexes","Number","90372"
"E2001","Population at Each Census 1841 to 2016","1881","1881","20","Leitrim","1","Male","Number","45190"
"E2001","Population at Each Census 1841 to 2016","1881","1881","20","Leitrim","2","Female","Number","45182"
"E2001","Population at Each Census 1841 to 2016","1881","1881","21","Mayo","-","Both sexes","Number","245212"
"E2001","Population at Each Census 1841 to 2016","1881","1881","21","Mayo","1","Male","Number","119421"
"E2001","Population at Each Census 1841 to 2016","1881","1881","21","Mayo","2","Female","Number","125791"
"E2001","Population at Each Census 1841 to 2016","1881","1881","22","Roscommon","-","Both sexes","Number","132490"
"E2001","Population at Each Census 1841 to 2016","1881","1881","22","Roscommon","1","Male","Number","66657"
"E2001","Population at Each Census 1841 to 2016","1881","1881","22","Roscommon","2","Female","Number","65833"
"E2001","Population at Each Census 1841 to 2016","1881","1881","23","Sligo","-","Both sexes","Number","111578"
"E2001","Population at Each Census 1841 to 2016","1881","1881","23","Sligo","1","Male","Number","55144"
"E2001","Population at Each Census 1841 to 2016","1881","1881","23","Sligo","2","Female","Number","56434"
"E2001","Population at Each Census 1841 to 2016","1881","1881","24","Cavan","-","Both sexes","Number","129476"
"E2001","Population at Each Census 1841 to 2016","1881","1881","24","Cavan","1","Male","Number","64637"
"E2001","Population at Each Census 1841 to 2016","1881","1881","24","Cavan","2","Female","Number","64839"
"E2001","Population at Each Census 1841 to 2016","1881","1881","25","Donegal","-","Both sexes","Number","206035"
"E2001","Population at Each Census 1841 to 2016","1881","1881","25","Donegal","1","Male","Number","100671"
"E2001","Population at Each Census 1841 to 2016","1881","1881","25","Donegal","2","Female","Number","105364"
"E2001","Population at Each Census 1841 to 2016","1881","1881","26","Monaghan","-","Both sexes","Number","102748"
"E2001","Population at Each Census 1841 to 2016","1881","1881","26","Monaghan","1","Male","Number","50077"
"E2001","Population at Each Census 1841 to 2016","1881","1881","26","Monaghan","2","Female","Number","52671"
"E2001","Population at Each Census 1841 to 2016","1891","1891","-","State","-","Both sexes","Number","3468694"
"E2001","Population at Each Census 1841 to 2016","1891","1891","-","State","1","Male","Number","1728601"
"E2001","Population at Each Census 1841 to 2016","1891","1891","-","State","2","Female","Number","1740093"
"E2001","Population at Each Census 1841 to 2016","1891","1891","01","Carlow","-","Both sexes","Number","40936"
"E2001","Population at Each Census 1841 to 2016","1891","1891","01","Carlow","1","Male","Number","20552"
